λ,σ,Δσ
195.05,1.66e-18,NaN
195.23,1.75e-18,NaN
195.39,1.85e-18,NaN
195.55,1.74e-18,NaN
195.69,1.55e-18,NaN
195.82,1.72e-18,NaN
195.9,1.9e-18,NaN
195.95,2.05e-18,NaN
196.09,2.16e-18,NaN
196.2,2.03e-18,NaN
196.32,1.83e-18,NaN
196.41,1.69e-18,NaN
196.5,1.54e-18,NaN
196.68,1.51e-18,NaN
196.84,1.42e-18,NaN
197.03,1.32e-18,NaN
197.21,1.4e-18,NaN
197.3,1.51e-18,NaN
197.35,1.73e-18,NaN
197.35,1.65e-18,NaN
197.4,1.83e-18,NaN
197.53,1.89e-18,NaN
197.57,2.05e-18,NaN
197.74,1.94e-18,NaN
197.86,1.82e-18,NaN
197.92,1.72e-18,NaN
198.0,1.59e-18,NaN
198.17,1.48e-18,NaN
198.27,1.33e-18,NaN
198.59,1.24e-18,NaN
198.67,1.35e-18,NaN
198.77,1.53e-18,NaN
198.86,1.69e-18,NaN
198.94,1.87e-18,NaN
199.11,2.04e-18,NaN
199.24,1.89e-18,NaN
199.34,1.77e-18,NaN
199.42,1.64e-18,NaN
199.52,1.48e-18,NaN
199.79,1.4e-18,NaN
200.07,1.14e-18,NaN
200.18,1.29e-18,NaN
200.27,1.46e-18,NaN
200.33,1.6e-18,NaN
200.44,1.77e-18,NaN
200.55,1.98e-18,NaN
200.67,1.89e-18,NaN
200.84,1.83e-18,NaN
200.9,1.68e-18,NaN
200.97,1.57e-18,NaN
201.06,1.47e-18,NaN
201.17,1.36e-18,NaN
201.36,1.27e-18,NaN
201.5,1.13e-18,NaN
201.7,1.24e-18,NaN
201.87,1.4e-18,NaN
201.96,1.58e-18,NaN
202.02,1.71e-18,NaN
202.06,1.85e-18,NaN
202.16,1.98e-18,NaN
202.29,1.88e-18,NaN
202.4,1.73e-18,NaN
202.5,1.62e-18,NaN
202.59,1.5e-18,NaN
202.7,1.35e-18,NaN
202.89,1.23e-18,NaN
203.19,1.06e-18,NaN
203.32,1.23e-18,NaN
203.37,1.36e-18,NaN
203.43,1.57e-18,NaN
203.51,1.75e-18,NaN
203.6,1.96e-18,NaN
203.76,1.91e-18,NaN
203.82,1.72e-18,NaN
204.23,1.64e-18,NaN
204.49,1.78e-18,NaN
204.59,1.63e-18,NaN
204.73,1.56e-18,NaN
204.9,1.72e-18,NaN
204.91,1.85e-18,NaN
205.01,1.97e-18,NaN
205.12,2.01e-18,NaN
205.29,1.94e-18,NaN
205.35,1.81e-18,NaN
205.42,1.54e-18,NaN
205.42,1.54e-18,NaN
205.55,1.41e-18,NaN
205.72,1.25e-18,NaN
205.94,1.12e-18,NaN
206.14,1.01e-18,NaN
206.34,9.37e-19,NaN
206.44,1.06e-18,NaN
206.5,1.22e-18,NaN
206.57,1.39e-18,NaN
206.63,1.53e-18,NaN
206.67,1.65e-18,NaN
206.8,1.78e-18,NaN
206.96,1.71e-18,NaN
207.03,1.57e-18,NaN
207.11,1.45e-18,NaN
207.24,1.34e-18,NaN
207.3,1.2e-18,NaN
207.46,1.07e-18,NaN
207.68,9.27e-19,NaN
207.91,8.2e-19,NaN
208.08,9.43e-19,NaN
208.11,1.25e-18,NaN
208.15,1.4e-18,NaN
208.29,1.49e-18,NaN
208.46,1.59e-18,NaN
208.63,1.46e-18,NaN
208.75,1.31e-18,NaN
208.89,1.13e-18,NaN
208.98,1.02e-18,NaN
209.28,9.42e-19,NaN
209.37,8.35e-19,NaN
209.43,8.1e-19,NaN
209.63,7.54e-19,NaN
209.78,8.56e-19,NaN
209.8,9.74e-19,NaN
209.81,1.1e-18,NaN
209.86,1.3e-18,NaN
209.88,1.33e-18,NaN
210.18,1.42e-18,NaN
210.33,1.31e-18,NaN
210.39,1.16e-18,NaN
210.67,1.03e-18,NaN
210.8,8.85e-19,NaN
211.05,8.0e-19,NaN
211.18,6.03e-19,NaN
211.38,7.82e-19,NaN
211.46,9.61e-19,NaN
211.52,1.17e-18,NaN
211.56,1.34e-18,NaN
211.75,1.32e-18,NaN
211.92,1.18e-18,NaN
212.02,1.03e-18,NaN
212.27,9.52e-19,NaN
212.48,8.58e-19,NaN
212.66,7.94e-19,NaN
212.89,7.08e-19,NaN
213.12,7.93e-19,NaN
213.17,9.13e-19,NaN
213.17,9.13e-19,NaN
213.3,1.07e-18,NaN
213.52,1.09e-18,NaN
213.77,9.85e-19,NaN
214.11,1.11e-18,NaN
214.22,1.29e-18,NaN
214.49,1.48e-18,NaN
214.6,1.35e-18,NaN
214.77,1.17e-18,NaN
214.91,1.3e-18,NaN
215.0,1.42e-18,NaN
215.18,1.22e-18,NaN
215.3,1.04e-18,NaN
215.35,8.89e-19,NaN
215.65,7.78e-19,NaN
215.87,6.62e-19,NaN
216.16,5.55e-19,NaN
216.4,6.02e-19,NaN
216.62,6.96e-19,NaN
216.8,8.41e-19,NaN
216.99,7.55e-19,NaN
217.2,6.39e-19,NaN
217.59,5.54e-19,NaN
218.04,5.06e-19,NaN
218.3,5.44e-19,NaN
218.45,6.55e-19,NaN
218.53,7.15e-19,NaN
218.77,6.17e-19,NaN
219.15,5.69e-19,NaN
219.41,5.09e-19,NaN
